Sample ID	Method ID	Taxa-Level	Taxa-Name	# of Reads	% of Total	Avg-Score
S24_1_2011_04_27_1	1	family	Campylobacteraceae	64	1.10	0.95
S24_1_2011_04_27_1	1	family	Bacillales_Incertae Sedis XI	14	0.24	0.96
S24_1_2011_04_27_1	1	family	Carnobacteriaceae	9	0.15	0.86
S24_1_2011_04_27_1	1	family	Pasteurellaceae	14	0.24	0.96
S24_1_2011_04_27_1	1	family	Peptostreptococcaceae	41	0.70	0.94
S24_1_2011_04_27_1	1	family	Porphyromonadaceae	264	4.53	0.92
S24_1_2011_04_27_1	1	family	Clostridiales_Incertae Sedis XI	63	1.08	0.95
S24_1_2011_04_27_1	1	family	Enterococcaceae	1	0.02	0.70
S24_1_2011_04_27_1	1	family	Flavobacteriaceae	238	4.08	0.97
S24_1_2011_04_27_1	1	family	Bacteroidales_incertae_sedis	7	0.12	1.00
S24_1_2011_04_27_1	1	genus	Tessaracoccus	1	0.02	0.50
S24_1_2011_04_27_1	1	genus	Rothia	2	0.03	1.00
S24_1_2011_04_27_1	1	genus	Actinomyces	359	6.16	0.95
S24_1_2011_04_27_1	1	genus	Actinomycetospora	1	0.02	0.53
S24_1_2011_04_27_1	1	genus	Corynebacterium	101	1.73	0.91
S24_1_2011_04_27_1	1	genus	Turicella	4	0.07	0.54
S24_1_2011_04_27_1	1	genus	Propionibacterium	1	0.02	0.59
S24_1_2011_04_27_1	1	genus	Olsenella	6	0.10	1.00
S24_1_2011_04_27_1	1	genus	Slackia	4	0.07	0.99
S24_1_2011_04_27_1	1	genus	TM7_genera_incertae_sedis	546	9.36	0.98
S24_1_2011_04_27_1	1	genus	Paludibacter	126	2.16	0.68
S24_1_2011_04_27_1	1	genus	Johnsonella	5	0.09	0.57
S24_1_2011_04_27_1	1	genus	Peptococcus	20	0.34	0.76
S24_1_2011_04_27_1	1	genus	Actinobacillus	4	0.07	0.93
S24_1_2011_04_27_1	1	genus	Dialister	14	0.24	0.98
S24_1_2011_04_27_1	1	genus	Xylanibacter	14	0.24	0.59
S24_1_2011_04_27_1	1	genus	Capnocytophaga	209	3.58	0.97
S24_1_2011_04_27_1	1	genus	Oribacterium	58	0.99	0.92
S24_1_2011_04_27_1	1	genus	Nicoletella	2	0.03	0.73
S24_1_2011_04_27_1	1	genus	Bergeriella	2	0.03	0.84
S24_1_2011_04_27_1	1	genus	Eubacterium	103	1.77	0.86
S24_1_2011_04_27_1	1	genus	Cardiobacterium	76	1.30	0.94
S24_1_2011_04_27_1	1	genus	Fusobacterium	989	16.96	0.98
S24_1_2011_04_27_1	1	genus	Thermovirga	12	0.21	0.81
S24_1_2011_04_27_1	1	genus	Leptotrichia	279	4.78	0.97
S24_1_2011_04_27_1	1	genus	Granulicatella	8	0.14	0.84
S24_1_2011_04_27_1	1	genus	Kingella	13	0.22	0.83
S24_1_2011_04_27_1	1	genus	Aminiphilus	1	0.02	0.57
S24_1_2011_04_27_1	1	genus	Mitsuokella	1	0.02	0.50
S24_1_2011_04_27_1	1	genus	Alysiella	1	0.02	0.67
S24_1_2011_04_27_1	1	genus	Porphyromonas	16	0.27	0.92
S24_1_2011_04_27_1	1	genus	Selenomonas	324	5.56	0.94
S24_1_2011_04_27_1	1	genus	Neisseria	2	0.03	0.73
S24_1_2011_04_27_1	1	genus	Planobacterium	1	0.02	0.76
S24_1_2011_04_27_1	1	genus	Campylobacter	63	1.08	0.96
S24_1_2011_04_27_1	1	genus	Filifactor	40	0.69	0.95
S24_1_2011_04_27_1	1	genus	Gemella	14	0.24	0.96
S24_1_2011_04_27_1	1	genus	Schwartzia	13	0.22	0.70
S24_1_2011_04_27_1	1	genus	Tannerella	96	1.65	0.96
S24_1_2011_04_27_1	1	genus	Howardella	1	0.02	0.87
S24_1_2011_04_27_1	1	genus	Riemerella	1	0.02	0.60
S24_1_2011_04_27_1	1	genus	Anaeroglobus	15	0.26	0.87
S24_1_2011_04_27_1	1	genus	Veillonella	15	0.26	0.95
S24_1_2011_04_27_1	1	genus	Streptococcus	329	5.64	0.96
S24_1_2011_04_27_1	1	genus	Catonella	16	0.27	0.95
S24_1_2011_04_27_1	1	genus	Hallella	8	0.14	0.67
S24_1_2011_04_27_1	1	genus	Centipeda	106	1.82	0.79
S24_1_2011_04_27_1	1	genus	Vagococcus	1	0.02	0.53
S24_1_2011_04_27_1	1	genus	Simonsiella	1	0.02	0.54
S24_1_2011_04_27_1	1	genus	Pseudoramibacter	2	0.03	0.77
S24_1_2011_04_27_1	1	genus	Prevotella	881	15.11	0.96
S24_1_2011_04_27_1	1	genus	Phocaeicola	7	0.12	1.00
S24_1_2011_04_27_1	1	genus	Coenonia	3	0.05	0.57
S24_1_2011_04_27_1	1	genus	Dysgonomonas	1	0.02	0.51
S24_1_2011_04_27_1	1	genus	Syntrophococcus	8	0.14	0.64
S24_1_2011_04_27_1	1	genus	Treponema	123	2.11	0.95
S24_1_2011_04_27_1	1	genus	Parvimonas	62	1.06	0.96
S24_1_2011_04_27_1	1	genus	Mycoplasma	4	0.07	0.97
S24_1_2011_04_27_1	1	genus	Mogibacterium	23	0.39	0.96
S24_1_2011_04_27_1	1	genus	Bulleidia	6	0.10	1.00
S24_1_2011_04_27_1	1	genus	Clostridium XIX	78	1.34	0.69
S24_1_2011_04_27_1	1	genus	Aggregatibacter	3	0.05	0.79
S24_1_2011_04_27_1	1	genus	Anaerovorax	22	0.38	0.77
S24_2_2011_02_15_2	1	rootrank	Root	9825	100.00	1.00
S24_2_2011_02_15_2	1	domain	Archaea	1	0.01	0.57
S24_2_2011_02_15_2	1	domain	Bacteria	9823	99.98	1.00
S24_2_2011_02_15_2	1	phylum	Spirochaetes	14	0.14	0.96
S24_2_2011_02_15_2	1	phylum	TM7	3	0.03	1.00
S24_2_2011_02_15_2	1	phylum	Proteobacteria	5	0.05	1.00
S24_2_2011_02_15_2	1	phylum	Firmicutes	7213	73.41	1.00
S24_2_2011_02_15_2	1	phylum	Bacteroidetes	852	8.67	0.99
S24_2_2011_02_15_2	1	phylum	Actinobacteria	1376	14.01	0.99
S24_2_2011_02_15_2	1	phylum	Fusobacteria	339	3.45	0.99
S24_2_2011_02_15_2	1	phylum	Synergistetes	6	0.06	0.76
S24_2_2011_02_15_2	1	class	Spirochaetes	14	0.14	0.96
S24_2_2011_02_15_2	1	class	Betaproteobacteria	1	0.01	1.00
S24_2_2011_02_15_2	1	class	Synergistia	6	0.06	0.76
S24_2_2011_02_15_2	1	class	Bacteroidia	812	8.26	0.99
S24_2_2011_02_15_2	1	class	Flavobacteria	1	0.01	1.00
S24_2_2011_02_15_2	1	class	Epsilonproteobacteria	4	0.04	1.00
S24_2_2011_02_15_2	1	class	Actinobacteria	1376	14.01	0.99
S24_2_2011_02_15_2	1	class	Sphingobacteria	39	0.40	0.96
S24_2_2011_02_15_2	1	class	Erysipelotrichia	1	0.01	1.00
S24_2_2011_02_15_2	1	class	Fusobacteria	339	3.45	0.99
S24_2_2011_02_15_2	1	class	Clostridia	281	2.86	0.98
S24_2_2011_02_15_2	1	class	Bacilli	6885	70.08	0.99
S24_2_2011_02_15_2	1	class	Negativicutes	40	0.41	1.00
S24_2_2011_02_15_2	1	subclass	Actinobacteridae	368	3.75	0.99
S24_2_2011_02_15_2	1	subclass	Coriobacteridae	1004	10.22	0.97
S24_2_2011_02_15_2	1	suborder	Coriobacterineae	1004	10.22	0.97
S24_2_2011_02_15_2	1	suborder	Micrococcineae	42	0.43	0.99
S24_2_2011_02_15_2	1	suborder	Corynebacterineae	1	0.01	1.00
S24_2_2011_02_15_2	1	suborder	Actinomycineae	11	0.11	0.93
S24_2_2011_02_15_2	1	order	Lactobacillales	6847	69.69	0.99
S24_2_2011_02_15_2	1	order	Erysipelotrichales	1	0.01	1.00
S24_2_2011_02_15_2	1	order	Fusobacteriales	339	3.45	0.99
S24_2_2011_02_15_2	1	order	Flavobacteriales	1	0.01	1.00
S24_2_2011_02_15_2	1	order	Campylobacterales	4	0.04	1.00
S24_2_2011_02_15_2	1	order	Clostridiales	281	2.86	0.98
S24_2_2011_02_15_2	1	order	Synergistales	6	0.06	0.76
S24_2_2011_02_15_2	1	order	Neisseriales	1	0.01	1.00
S24_2_2011_02_15_2	1	order	Spirochaetales	14	0.14	0.96
S24_2_2011_02_15_2	1	order	Bacillales	17	0.17	0.95
S24_2_2011_02_15_2	1	order	Selenomonadales	40	0.41	1.00
S24_2_2011_02_15_2	1	order	Sphingobacteriales	39	0.40	0.96
S24_2_2011_02_15_2	1	order	Bacteroidales	812	8.26	0.99
S24_2_2011_02_15_2	1	order	Coriobacteriales	1004	10.22	0.97
S24_2_2011_02_15_2	1	order	Actinomycetales	55	0.56	0.99
S24_2_2011_02_15_2	1	order	Bifidobacteriales	313	3.19	0.99
S24_2_2011_02_15_2	1	family	Actinomycetaceae	11	0.11	0.93
S24_2_2011_02_15_2	1	family	Micrococcaceae	42	0.43	0.98
S24_2_2011_02_15_2	1	family	Coriobacteriaceae	1004	10.22	0.97
S24_2_2011_02_15_2	1	family	Mycobacteriaceae	1	0.01	1.00
S24_2_2011_02_15_2	1	family	Bacillales_Incertae Sedis XI	17	0.17	0.95
S24_2_2011_02_15_2	1	family	Cytophagaceae	36	0.37	0.97
S24_2_2011_02_15_2	1	family	Streptococcaceae	92	0.94	0.98
S24_2_2011_02_15_2	1	family	Leuconostocaceae	1	0.01	0.50
S24_2_2011_02_15_2	1	family	Clostridiales_Incertae Sedis XIII	16	0.16	0.99
S24_2_2011_02_15_2	1	family	Prevotellaceae	790	8.04	0.99
S24_2_2011_02_15_2	1	family	Leptotrichiaceae	1	0.01	0.61
S24_2_2011_02_15_2	1	family	Lactobacillaceae	6641	67.59	0.98
S24_2_2011_02_15_2	1	family	Erysipelotrichaceae	1	0.01	1.00
S24_2_2011_02_15_2	1	family	Campylobacteraceae	4	0.04	1.00
S24_2_2011_02_15_2	1	family	Fusobacteriaceae	338	3.44	0.99
S24_2_2011_02_15_2	1	family	Porphyromonadaceae	19	0.19	1.00
S24_2_2011_02_15_2	1	family	Spirochaetaceae	14	0.14	0.96
S24_2_2011_02_15_2	1	family	Carnobacteriaceae	18	0.18	0.59
S24_2_2011_02_15_2	1	family	Eubacteriaceae	51	0.52	0.96
S24_2_2011_02_15_2	1	family	Flavobacteriaceae	1	0.01	1.00
S24_2_2011_02_15_2	1	family	Neisseriaceae	1	0.01	1.00
S24_2_2011_02_15_2	1	family	Veillonellaceae	40	0.41	0.99
S24_2_2011_02_15_2	1	family	Lachnospiraceae	20	0.20	0.92
S24_2_2011_02_15_2	1	family	Clostridiales_Incertae Sedis XI	188	1.91	0.99
S24_2_2011_02_15_2	1	family	Synergistaceae	6	0.06	0.76
S24_2_2011_02_15_2	1	family	Bifidobacteriaceae	313	3.19	0.99
S24_2_2011_02_15_2	1	genus	Parascardovia	295	3.00	0.98
S24_2_2011_02_15_2	1	genus	Bifidobacterium	9	0.09	1.00
S24_2_2011_02_15_2	1	genus	Scardovia	9	0.09	0.99
S24_2_2011_02_15_2	1	genus	Rothia	41	0.42	0.98
S24_2_2011_02_15_2	1	genus	Mycobacterium	1	0.01	1.00
S24_2_2011_02_15_2	1	genus	Cryptobacterium	1	0.01	0.99
S24_2_2011_02_15_2	1	genus	Actinomyces	11	0.11	0.93
S24_2_2011_02_15_2	1	genus	Atopobium	25	0.25	0.96
S24_2_2011_02_15_2	1	genus	Olsenella	930	9.47	0.86
S24_2_2011_02_15_2	1	genus	Slackia	1	0.01	1.00
S24_2_2011_02_15_2	1	genus	TM7_genera_incertae_sedis	3	0.03	1.00
S24_2_2011_02_15_2	1	genus	Paralactobacillus	6	0.06	0.57
S24_2_2011_02_15_2	1	genus	Hymenobacter	34	0.35	0.97
S24_2_2011_02_15_2	1	genus	Solobacterium	1	0.01	1.00
S24_2_2011_02_15_2	1	genus	Peptoniphilus	1	0.01	1.00
S24_2_2011_02_15_2	1	genus	Xylanibacter	6	0.06	0.60
S24_2_2011_02_15_2	1	genus	Capnocytophaga	1	0.01	0.99
S24_2_2011_02_15_2	1	genus	Eubacterium	39	0.40	0.96
S24_2_2011_02_15_2	1	genus	Fusobacterium	324	3.30	0.99
S24_2_2011_02_15_2	1	genus	Thermovirga	1	0.01	0.56
S24_2_2011_02_15_2	1	genus	Neisseria	1	0.01	1.00
S24_2_2011_02_15_2	1	genus	Selenomonas	6	0.06	0.80
S24_2_2011_02_15_2	1	genus	Porphyromonas	19	0.19	1.00
S24_2_2011_02_15_2	1	genus	Campylobacter	4	0.04	1.00
S24_2_2011_02_15_2	1	genus	Gemella	17	0.17	0.95
S24_2_2011_02_15_2	1	genus	Schwartzia	2	0.02	0.77
S24_2_2011_02_15_2	1	genus	Howardella	14	0.14	0.68
S24_2_2011_02_15_2	1	genus	Megasphaera	1	0.01	0.78
S24_2_2011_02_15_2	1	genus	Anaeroglobus	8	0.08	1.00
S24_2_2011_02_15_2	1	genus	Dialister	18	0.18	1.00
S24_2_2011_02_15_2	1	genus	Pseudoramibacter	12	0.12	0.98
S24_2_2011_02_15_2	1	genus	Hallella	8	0.08	0.61
S24_2_2011_02_15_2	1	genus	Paraprevotella	1	0.01	0.51
S24_2_2011_02_15_2	1	genus	Streptococcus	92	0.94	0.98
S24_2_2011_02_15_2	1	genus	Prevotella	751	7.64	0.97
S24_2_2011_02_15_2	1	genus	Lactobacillus	6617	67.35	0.98
S24_2_2011_02_15_2	1	genus	Treponema	13	0.13	0.99
S24_2_2011_02_15_2	1	genus	Parvimonas	187	1.90	0.99
S24_2_2011_02_15_2	1	genus	Veillonella	3	0.03	0.99
S24_2_2011_02_15_2	1	genus	Mogibacterium	16	0.16	0.98
S24_2_2011_02_15_2	1	genus	Catonella	1	0.01	1.00
S24_2_2011_02_15_2	1	genus	Clostridium XIX	12	0.12	0.64
S25_1_2011_02_15_1	1	rootrank	Root	10132	100.00	1.00
S25_1_2011_02_15_1	1	domain	Bacteria	10126	99.94	1.00
S25_1_2011_02_15_1	1	phylum	Spirochaetes	977	9.64	0.98
S25_1_2011_02_15_1	1	phylum	TM7	151	1.49	0.99
S25_1_2011_02_15_1	1	phylum	Firmicutes	1903	18.78	0.98
S25_1_2011_02_15_1	1	phylum	Bacteroidetes	5102	50.36	0.99
S25_1_2011_02_15_1	1	phylum	Synergistetes	325	3.21	0.92
S25_1_2011_02_15_1	1	phylum	Actinobacteria	137	1.35	0.98
S25_1_2011_02_15_1	1	phylum	Tenericutes	8	0.08	1.00
S25_1_2011_02_15_1	1	phylum	Fusobacteria	1245	12.29	0.98
S25_1_2011_02_15_1	1	phylum	Proteobacteria	212	2.09	0.97
S25_1_2011_02_15_1	1	class	Spirochaetes	977	9.64	0.98
S25_1_2011_02_15_1	1	class	Betaproteobacteria	5	0.05	1.00
S25_1_2011_02_15_1	1	class	Bacteroidia	5010	49.45	0.98
S25_1_2011_02_15_1	1	class	Flavobacteria	43	0.42	0.99
S25_1_2011_02_15_1	1	class	Epsilonproteobacteria	153	1.51	0.97
S25_1_2011_02_15_1	1	class	Actinobacteria	137	1.35	0.98
S25_1_2011_02_15_1	1	class	Mollicutes	8	0.08	1.00
S25_1_2011_02_15_1	1	class	Sphingobacteria	7	0.07	0.76
S25_1_2011_02_15_1	1	class	Bacilli	170	1.68	0.95
S25_1_2011_02_15_1	1	class	Erysipelotrichia	5	0.05	1.00
S25_1_2011_02_15_1	1	class	Fusobacteria	1245	12.29	0.98
S25_1_2011_02_15_1	1	class	Clostridia	1427	14.08	0.97
S25_1_2011_02_15_1	1	class	Synergistia	325	3.21	0.92
S25_1_2011_02_15_1	1	class	Negativicutes	294	2.90	0.98
S25_1_2011_02_15_1	1	class	Deltaproteobacteria	51	0.50	0.98
S25_1_2011_02_15_1	1	subclass	Actinobacteridae	106	1.05	0.98
S25_1_2011_02_15_1	1	subclass	Coriobacteridae	30	0.30	0.98
S25_1_2011_02_15_1	1	suborder	Corynebacterineae	1	0.01	0.99
S25_1_2011_02_15_1	1	suborder	Coriobacterineae	30	0.30	0.98
S25_1_2011_02_15_1	1	suborder	Micrococcineae	2	0.02	1.00
S25_1_2011_02_15_1	1	suborder	Actinomycineae	86	0.85	0.90
S25_1_2011_02_15_1	1	suborder	Propionibacterineae	1	0.01	1.00
S25_1_2011_02_15_1	1	order	Lactobacillales	142	1.40	0.94
S25_1_2011_02_15_1	1	order	Erysipelotrichales	5	0.05	1.00
S25_1_2011_02_15_1	1	order	Fusobacteriales	1245	12.29	0.98
S25_1_2011_02_15_1	1	order	Flavobacteriales	43	0.42	0.99
S25_1_2011_02_15_1	1	order	Campylobacterales	153	1.51	0.97
S25_1_2011_02_15_1	1	order	Clostridiales	1425	14.06	0.97
S25_1_2011_02_15_1	1	order	Mycoplasmatales	8	0.08	1.00
S25_1_2011_02_15_1	1	order	Synergistales	325	3.21	0.92
S25_1_2011_02_15_1	1	order	Neisseriales	5	0.05	1.00
S25_1_2011_02_15_1	1	order	Selenomonadales	294	2.90	0.98
S25_1_2011_02_15_1	1	order	Desulfobacterales	51	0.50	0.98
S25_1_2011_02_15_1	1	order	Bacillales	21	0.21	0.84
S25_1_2011_02_15_1	1	order	Bacteroidales	5010	49.45	0.98
S25_1_2011_02_15_1	1	order	Sphingobacteriales	7	0.07	0.76
S25_1_2011_02_15_1	1	order	Spirochaetales	977	9.64	0.98
S25_1_2011_02_15_1	1	order	Coriobacteriales	30	0.30	0.98
S25_1_2011_02_15_1	1	order	Actinomycetales	100	0.99	0.97
S25_1_2011_02_15_1	1	order	Bifidobacteriales	6	0.06	0.99
S25_1_2011_02_15_1	1	family	Actinomycetaceae	86	0.85	0.90
S25_1_2011_02_15_1	1	family	Mycobacteriaceae	1	0.01	0.99
S25_1_2011_02_15_1	1	family	Micrococcaceae	2	0.02	1.00
S25_1_2011_02_15_1	1	family	Coriobacteriaceae	30	0.30	0.98
S25_1_2011_02_15_1	1	family	Propionibacteriaceae	1	0.01	1.00
S25_1_2011_02_15_1	1	family	Leptotrichiaceae	49	0.48	0.97
S25_1_2011_02_15_1	1	family	Streptococcaceae	128	1.26	0.94
S25_1_2011_02_15_1	1	family	Eubacteriaceae	275	2.71	0.94
S25_1_2011_02_15_1	1	family	Neisseriaceae	5	0.05	1.00
S25_1_2011_02_15_1	1	family	Veillonellaceae	291	2.87	0.97
S25_1_2011_02_15_1	1	family	Erysipelotrichaceae	5	0.05	1.00
S25_1_2011_02_15_1	1	family	Clostridiales_Incertae Sedis XIII	183	1.81	0.89
S25_1_2011_02_15_1	1	family	Prevotellaceae	2240	22.11	0.99
S25_1_2011_02_15_1	1	family	Lactobacillaceae	5	0.05	0.91
S25_1_2011_02_15_1	1	family	Mycoplasmataceae	8	0.08	1.00
S25_1_2011_02_15_1	1	family	Fusobacteriaceae	1196	11.80	0.98
S25_1_2011_02_15_1	1	family	Spirochaetaceae	975	9.62	0.98
S25_1_2011_02_15_1	1	family	Cyclobacteriaceae	1	0.01	0.52
S25_1_2011_02_15_1	1	family	Peptococcaceae 1	1	0.01	0.58
S25_1_2011_02_15_1	1	family	Lachnospiraceae	28	0.28	0.95
S25_1_2011_02_15_1	1	family	Synergistaceae	325	3.21	0.92
S25_1_2011_02_15_1	1	family	Campylobacteraceae	150	1.48	0.97
S25_1_2011_02_15_1	1	family	Bacillales_Incertae Sedis XI	16	0.16	0.92
S25_1_2011_02_15_1	1	family	Peptostreptococcaceae	273	2.69	0.96
S25_1_2011_02_15_1	1	family	Porphyromonadaceae	2722	26.87	0.96
S25_1_2011_02_15_1	1	family	Clostridiales_Incertae Sedis XI	603	5.95	0.94
S25_1_2011_02_15_1	1	family	Cytophagaceae	3	0.03	1.00
S25_1_2011_02_15_1	1	family	Flavobacteriaceae	43	0.42	0.99
S25_1_2011_02_15_1	1	family	Bacteroidales_incertae_sedis	20	0.20	0.97
S25_1_2011_02_15_1	1	family	Desulfobulbaceae	51	0.50	0.98
S25_1_2011_02_15_1	1	family	Bifidobacteriaceae	6	0.06	0.99
S25_1_2011_02_15_1	1	genus	Parascardovia	1	0.01	1.00
S25_1_2011_02_15_1	1	genus	Scardovia	5	0.05	0.96
S25_1_2011_02_15_1	1	genus	Rothia	2	0.02	0.98
S25_1_2011_02_15_1	1	genus	Mycobacterium	1	0.01	0.99
S25_1_2011_02_15_1	1	genus	Actinomyces	86	0.85	0.90
S25_1_2011_02_15_1	1	genus	Propionibacterium	1	0.01	1.00
S25_1_2011_02_15_1	1	genus	Atopobium	10	0.10	0.99
S25_1_2011_02_15_1	1	genus	Olsenella	17	0.17	0.92
S25_1_2011_02_15_1	1	genus	Slackia	2	0.02	0.88
S25_1_2011_02_15_1	1	genus	TM7_genera_incertae_sedis	151	1.49	0.99
S25_1_2011_02_15_1	1	genus	Centipeda	31	0.31	0.83
S25_1_2011_02_15_1	1	genus	Peptostreptococcus	12	0.12	0.94
S25_1_2011_02_15_1	1	genus	Peptococcus	1	0.01	0.58
S25_1_2011_02_15_1	1	genus	Peptostreptococcaceae_incertae_sedis	1	0.01	1.00
S25_1_2011_02_15_1	1	genus	Dialister	56	0.55	0.97
S25_1_2011_02_15_1	1	genus	Xylanibacter	19	0.19	0.62
S25_1_2011_02_15_1	1	genus	Capnocytophaga	42	0.41	0.96
S25_1_2011_02_15_1	1	genus	Oribacterium	2	0.02	0.96
S25_1_2011_02_15_1	1	genus	Eubacterium	232	2.29	0.93
S25_1_2011_02_15_1	1	genus	Aminobacterium	9	0.09	0.53
S25_1_2011_02_15_1	1	genus	Hymenobacter	3	0.03	1.00
S25_1_2011_02_15_1	1	genus	Fusobacterium	1084	10.70	0.99
S25_1_2011_02_15_1	1	genus	Thermovirga	33	0.33	0.73
S25_1_2011_02_15_1	1	genus	Leptotrichia	47	0.46	0.98
S25_1_2011_02_15_1	1	genus	Proteiniphilum	1	0.01	0.51
S25_1_2011_02_15_1	1	genus	Kingella	5	0.05	0.94
S25_1_2011_02_15_1	1	genus	Aminiphilus	7	0.07	0.52
S25_1_2011_02_15_1	1	genus	Solobacterium	5	0.05	0.97
S25_1_2011_02_15_1	1	genus	Mitsuokella	3	0.03	0.60
S25_1_2011_02_15_1	1	genus	Porphyromonas	1287	12.70	0.97
S25_1_2011_02_15_1	1	genus	Filifactor	259	2.56	0.96
S25_1_2011_02_15_1	1	genus	Campylobacter	149	1.47	0.97
S25_1_2011_02_15_1	1	genus	Selenomonas	127	1.25	0.91
S25_1_2011_02_15_1	1	genus	Gemella	16	0.16	0.92
S25_1_2011_02_15_1	1	genus	Schwartzia	26	0.26	0.78
S25_1_2011_02_15_1	1	genus	Desulfobulbus	50	0.49	0.97
S25_1_2011_02_15_1	1	genus	Tannerella	474	4.68	0.97
S25_1_2011_02_15_1	1	genus	Howardella	3	0.03	0.74
S25_1_2011_02_15_1	1	genus	Anaeroglobus	4	0.04	0.86
S25_1_2011_02_15_1	1	genus	Veillonella	26	0.26	0.97
S25_1_2011_02_15_1	1	genus	Streptococcus	126	1.24	0.94
S25_1_2011_02_15_1	1	genus	Hallella	31	0.31	0.63
S25_1_2011_02_15_1	1	genus	Paludibacter	813	8.02	0.69
S25_1_2011_02_15_1	1	genus	Tissierella	37	0.37	0.57
S25_1_2011_02_15_1	1	genus	Lactobacillus	5	0.05	0.90
S25_1_2011_02_15_1	1	genus	Pseudoramibacter	43	0.42	0.97
S25_1_2011_02_15_1	1	genus	Prevotella	2152	21.24	0.98
S25_1_2011_02_15_1	1	genus	Phocaeicola	20	0.20	0.97
S25_1_2011_02_15_1	1	genus	Dysgonomonas	7	0.07	0.52
S25_1_2011_02_15_1	1	genus	Treponema	975	9.62	0.98
S25_1_2011_02_15_1	1	genus	Parvimonas	517	5.10	0.97
S25_1_2011_02_15_1	1	genus	Clostridium XlVb	1	0.01	0.69
S25_1_2011_02_15_1	1	genus	Mycoplasma	8	0.08	1.00
S25_1_2011_02_15_1	1	genus	Mogibacterium	87	0.86	0.97
S25_1_2011_02_15_1	1	genus	Catonella	21	0.21	0.97
S25_1_2011_02_15_1	1	genus	Clostridium XIX	86	0.85	0.64
S25_1_2011_02_15_1	1	genus	Anaerovorax	95	0.94	0.81
S25_1_2011_04_27_1	1	rootrank	Root	5592	100.00	1.00
S25_1_2011_04_27_1	1	domain	Bacteria	5584	99.86	1.00
S25_1_2011_04_27_1	1	phylum	Spirochaetes	145	2.59	0.96
S25_1_2011_04_27_1	1	phylum	TM7	26	0.46	0.96
S25_1_2011_04_27_1	1	phylum	Proteobacteria	59	1.06	0.96
S25_1_2011_04_27_1	1	phylum	Firmicutes	1778	31.80	0.96
S25_1_2011_04_27_1	1	phylum	Bacteroidetes	1019	18.22	0.97
S25_1_2011_04_27_1	1	phylum	Chloroflexi	1	0.02	0.97
S25_1_2011_04_27_1	1	phylum	Actinobacteria	1562	27.93	0.97
S25_1_2011_04_27_1	1	phylum	Tenericutes	2	0.04	0.76
S25_1_2011_04_27_1	1	phylum	Fusobacteria	838	14.99	0.97
S25_1_2011_04_27_1	1	phylum	Synergistetes	52	0.93	0.91
S25_1_2011_04_27_1	1	class	Spirochaetes	145	2.59	0.96
S25_1_2011_04_27_1	1	class	Betaproteobacteria	4	0.07	1.00
S25_1_2011_04_27_1	1	class	Synergistia	52	0.93	0.91
S25_1_2011_04_27_1	1	class	Bacteroidia	904	16.17	0.97
S25_1_2011_04_27_1	1	class	Flavobacteria	109	1.95	0.96
S25_1_2011_04_27_1	1	class	Gammaproteobacteria	8	0.14	0.94
S25_1_2011_04_27_1	1	class	Epsilonproteobacteria	46	0.82	0.96
S25_1_2011_04_27_1	1	class	Actinobacteria	1562	27.93	0.97
S25_1_2011_04_27_1	1	class	Mollicutes	2	0.04	0.76
S25_1_2011_04_27_1	1	class	Anaerolineae	1	0.02	0.94
S25_1_2011_04_27_1	1	class	Fusobacteria	838	14.99	0.97
S25_1_2011_04_27_1	1	class	Clostridia	412	7.37	0.93
S25_1_2011_04_27_1	1	class	Bacilli	850	15.20	0.94
S25_1_2011_04_27_1	1	class	Negativicutes	464	8.30	0.95
S25_1_2011_04_27_1	1	subclass	Actinobacteridae	1514	27.07	0.97
S25_1_2011_04_27_1	1	subclass	Coriobacteridae	42	0.75	0.91
S25_1_2011_04_27_1	1	suborder	Micrococcineae	77	1.38	0.71
S25_1_2011_04_27_1	1	suborder	Coriobacterineae	42	0.75	0.91
S25_1_2011_04_27_1	1	suborder	Corynebacterineae	725	12.96	0.91
S25_1_2011_04_27_1	1	suborder	Actinomycineae	428	7.65	0.91
S25_1_2011_04_27_1	1	suborder	Pseudonocardineae	46	0.82	0.61
S25_1_2011_04_27_1	1	order	Lactobacillales	795	14.22	0.95
S25_1_2011_04_27_1	1	order	Pasteurellales	8	0.14	0.94
S25_1_2011_04_27_1	1	order	Fusobacteriales	838	14.99	0.97
S25_1_2011_04_27_1	1	order	Flavobacteriales	109	1.95	0.96
S25_1_2011_04_27_1	1	order	Anaerolineales	1	0.02	0.94
S25_1_2011_04_27_1	1	order	Campylobacterales	46	0.82	0.96
S25_1_2011_04_27_1	1	order	Clostridiales	412	7.37	0.93
S25_1_2011_04_27_1	1	order	Synergistales	52	0.93	0.91
S25_1_2011_04_27_1	1	order	Neisseriales	4	0.07	1.00
S25_1_2011_04_27_1	1	order	Spirochaetales	145	2.59	0.96
S25_1_2011_04_27_1	1	order	Anaeroplasmatales	1	0.02	0.52
S25_1_2011_04_27_1	1	order	Bacillales	11	0.20	0.76
S25_1_2011_04_27_1	1	order	Selenomonadales	464	8.30	0.95
S25_1_2011_04_27_1	1	order	Mycoplasmatales	1	0.02	1.00
S25_1_2011_04_27_1	1	order	Bacteroidales	904	16.17	0.97
S25_1_2011_04_27_1	1	order	Coriobacteriales	42	0.75	0.91
S25_1_2011_04_27_1	1	order	Actinomycetales	1508	26.97	0.97
